"SASKAITOS_METAI","KREDITORIUS","KREDITORIAUS_NR","SUTARTIES_NR","SASKAITOS_DATA","SASKAITOS_NR","DK_DATA","TERMS_DATE","TREMINAS","VALIUTA","INVOICE_TYPE_LOOKUP_CODE","FIN_SALTINIS","PRIEMONE","SAMATA","EKON_KLAS","ASIGNAV_VALDYTOJAS","ASIGN_VALD_APRASAS","EILUTES_SUMA","APMOKETA_SUMA","SKOLOS_SUMA","SKOLOS_SUMA_ES","DEPARTAMENTAS"
"2014","Vilniaus viešasis transportas, UAB","302683277","29-467(1.2.16-AD4)","2014-02-28T00:00","VVT 0003560","2014-12-31T00:00","2014-02-28T00:00","30 dienų","EUR","STANDARD","01","15020104004","3001078","2.8.1.1.1.2.","188751791","Administracija (buvęs Miesto ūkio ir transporto departamentas)",962667.59,962667.59,0,,"Administracija EUR"
"2014","Grinda, UAB","120153047","29-464","2014-03-31T00:00","GAO 0014864","2014-12-31T00:00","2014-03-31T00:00","90 dienų","EUR","STANDARD","01","14010102","3000630","2.2.1.1.1.12.","188751791","Administracija (buvęs Miesto ūkio ir transporto departamentas)",144810.01,144810.01,0,,"Administracija EUR"
"2014","Baltijos būsto priežiūra, UAB","302496377","29-396(1.2.16-AD4)/4","2014-03-31T00:00","GAO 0014867 FINAN","2014-12-31T00:00","2014-03-31T00:00","90 dienų","EUR","STANDARD","01","14010143","3000647","2.2.1.1.1.12.","188751791","Administracija (buvęs Miesto ūkio ir transporto departamentas)",86883.67,86883.67,0,,"Administracija EUR"
"2014","Mano Būstas Vilnius (Naujamiesčio būstas), UAB","121452091",,"2014-03-31T00:00","NB14","2022-12-01T00:00","2014-03-31T00:00","30 dienų","EUR","STANDARD","01","208040102","8000012","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",10000,0,10000,,"Administracija EUR"
"2014","Grinda, UAB","120153047","29-464","2014-04-30T00:00","GAO 0014947","2014-12-31T00:00","2014-04-30T00:00","90 dienų","EUR","STANDARD","01","14010102","3000630","2.2.1.1.1.12.","188751791","Administracija (buvęs Miesto ūkio ir transporto departamentas)",165491.11,165491.11,0,,"Administracija EUR"
"2014","Baltijos būsto priežiūra, UAB","302496377","29-396(1.2.16-AD4)/3","2014-04-30T00:00","GAO 0014958 FINAN","2014-12-31T00:00","2014-04-30T00:00","90 dienų","EUR","STANDARD","01","14010102","3000630","2.2.1.1.1.12.","188751791","Administracija (buvęs Miesto ūkio ir transporto departamentas)",193138.46,193138.46,0,,"Administracija EUR"
"2014","Baltijos būsto priežiūra, UAB","302496377","29-396(1.2.16-AD4)/4","2014-04-30T00:00","GAO 0014960 FINAN","2014-12-31T00:00","2014-04-30T00:00","90 dienų","EUR","STANDARD","01","14010143","3000647","2.2.1.1.1.12.","188751791","Administracija (buvęs Miesto ūkio ir transporto departamentas)",100097.11,100097.11,0,,"Administracija EUR"
"2014","Vilniaus viešasis transportas, UAB","302683277","29-467(1.2.16-AD4)","2014-04-30T00:00","SPO 0000273 perleidimas","2014-12-31T00:00","2014-04-30T00:00","30 dienų","EUR","STANDARD","01","02040201","3000050","2.7.2.1.1.1.E.","188751791","Administracija (buvęs Miesto ūkio ir transporto departamentas)",2000717.24,2000717.24,0,,"Administracija EUR"
"2014","Grinda, UAB","120153047","29-464","2014-05-30T00:00","GAO 0015138","2014-12-31T00:00","2014-05-30T00:00","90 dienų","EUR","STANDARD","01","14010143","3000647","2.2.1.1.1.12.","188751791","Administracija (buvęs Miesto ūkio ir transporto departamentas)",639.32,639.32,0,,"Administracija EUR"
"2014","Baltijos būsto priežiūra, UAB","302496377","29-396(1.2.16-AD4)/3","2014-05-30T00:00","GAO 0015145 FINAN","2014-12-31T00:00","2014-05-30T00:00","90 dienų","EUR","STANDARD","01","14010102","3000630","2.2.1.1.1.12.","188751791","Administracija (buvęs Miesto ūkio ir transporto departamentas)",226238.09,226238.09,0,,"Administracija EUR"
"2014","Baltijos būsto priežiūra, UAB","302496377","29-396(1.2.16-AD4)/3","2014-05-30T00:00","GAO 0015148 FINAN","2014-12-31T00:00","2014-05-30T00:00","90 dienų","EUR","STANDARD","01","14010102","3000630","2.2.1.1.1.12.","188751791","Administracija (buvęs Miesto ūkio ir transporto departamentas)",207120.48,207120.48,0,,"Administracija EUR"
"2014","Susisiekimo paslaugos, SĮ","124644360","29-468(1.2.16-AD4)","2014-05-31T00:00","SPO 0000286","2014-12-31T00:00","2014-05-31T00:00","30 dienų","EUR","STANDARD","01","15010203001","3000893","2.8.1.1.1.2.","188751791","Administracija (buvęs Miesto ūkio ir transporto departamentas)",45359.39,45359.39,0,,"Administracija EUR"
"2014","Vilniaus viešasis transportas, UAB","302683277","29-467(1.2.16-AD4)","2014-05-31T00:00","SPO 0000287 Perleidimas","2014-12-31T00:00","2014-05-31T00:00","30 dienų","EUR","STANDARD","01","02040201","3000050","2.7.2.1.1.1.E.","188751791","Administracija (buvęs Miesto ūkio ir transporto departamentas)",2046996.15,2046996.15,0,,"Administracija EUR"
"2014","Baltijos būsto priežiūra, UAB","302496377","29-396(1.2.16-AD4)/1","2014-06-30T00:00","EC 00002256 FINAN","2014-12-31T00:00","2014-06-30T00:00","180 dienų","EUR","STANDARD","01","14010121","3000790","2.2.1.1.1.12.","188751791","Administracija (buvęs Miesto ūkio ir transporto departamentas)",42537.51,42537.51,0,,"Administracija EUR"
"2014","Vilniaus apšvietimas, UAB","120125820","A72-2206(3.1.36-UK)","2014-06-30T00:00","GAT 05099","2014-12-31T00:00","2014-06-30T00:00","90 dienų","EUR","STANDARD","01","14010112","3000720","2.2.1.1.1.12.","188751791","Administracija (buvęs Miesto ūkio ir transporto departamentas)",144584.38,144584.38,0,,"Administracija EUR"
"2014","Vilniaus viešasis transportas, UAB","302683277","29-467(1.2.16-AD4)","2014-06-30T00:00","VVT 0004135","2014-12-31T00:00","2014-06-30T00:00","30 dienų","EUR","STANDARD","01","15020104004","3001078","2.8.1.1.1.2.","188751791","Administracija (buvęs Miesto ūkio ir transporto departamentas)",568598.48,568598.48,0,,"Administracija EUR"
"2014","Grinda, UAB","120153047","29-464","2014-07-31T00:00","GAO 0015517","2014-12-31T00:00","2014-07-31T00:00","90 dienų","EUR","STANDARD","01","14010143","3000647","2.2.1.1.1.12.","188751791","Administracija (buvęs Miesto ūkio ir transporto departamentas)",25223.21,25223.21,0,,"Administracija EUR"
"2014","Susisiekimo paslaugos, SĮ","124644360","29-468(1.2.16-AD4)","2014-07-31T00:00","SPO 0000316","2014-12-31T00:00","2014-07-31T00:00","30 dienų","EUR","STANDARD","01","15010203001","3000893","2.8.1.1.1.2.","188751791","Administracija (buvęs Miesto ūkio ir transporto departamentas)",58017.17,58017.17,0,,"Administracija EUR"
"2014","Vilniaus miesto savivaldybės administracija","188710061",,"2014-11-30T00:00","ŽN/2014-11","2014-12-31T00:00","2014-11-30T00:00","Nedelsiant","EUR","STANDARD","01","0000000000","0000000","1.4.5.1.3.1.","188710061","Vilniaus miesto savivaldybės administracija",30386.17,0,30386.17,,"Administracija EUR"
"2014","Vilniaus miesto savivaldybės administracija","188710061",,"2014-12-31T00:00","ŽN/2014-12","2014-12-31T00:00","2014-12-31T00:00","Nedelsiant","EUR","STANDARD","01","0000000000","0000000","1.4.5.1.3.1.","188710061","Vilniaus miesto savivaldybės administracija",196856.34,0,196856.34,,"Administracija EUR"
"2015","Vilniaus miesto savivaldybės administracija","188710061",,"2015-02-28T00:00","ŽN/permoka2015-2","2015-02-28T00:00","2015-02-28T00:00","Nedelsiant","EUR","CREDIT","01","0000000000","0000000","1.4.5.1.3.1.","188710061","Vilniaus miesto savivaldybės administracija",-8237.04,0,-8237.04,,"Administracija EUR"
"2015","Vilniaus miesto savivaldybės administracija","188710061",,"2015-03-31T00:00","ŽN/permoka2015-03","2015-03-31T00:00","2015-03-31T00:00","Nedelsiant","EUR","CREDIT","01","0000000000","0000000","1.4.5.1.3.1.","188708377","Finansų departamentas",-4299.65,0,-4299.65,,"Administracija EUR"
"2015","Vilniaus miesto savivaldybės administracija","188710061",,"2015-04-30T00:00","ŽN/permoka2015-04","2015-04-30T00:00","2015-04-30T00:00","Nedelsiant","EUR","CREDIT","01","0000000000","0000000","1.4.5.1.3.1.","188708377","Finansų departamentas",-0.43,0,-0.43,,"Administracija EUR"
"2015","Vilniaus miesto savivaldybės administracija","188710061",,"2015-05-31T00:00","ŽN/permoka2015-05","2015-05-31T00:00","2015-05-31T00:00","Nedelsiant","EUR","CREDIT","01","0000000000","0000000","1.4.5.1.3.1.","188708377","Finansų departamentas",-709.86,0,-709.86,,"Administracija EUR"
"2015","Vilniaus miesto savivaldybės administracija","188710061",,"2015-07-31T00:00","ŽN/permoka2015-07","2015-07-31T00:00","2015-07-31T00:00","Nedelsiant","EUR","CREDIT","01","0000000000","0000000","1.4.5.1.3.1.","188708377","Finansų departamentas",-4157.58,0,-4157.58,,"Administracija EUR"
"2015","Vilniaus miesto savivaldybės administracija","188710061",,"2015-08-31T00:00","ŽN/permoka2015-08/1","2015-08-31T00:00","2015-08-31T00:00","Nedelsiant","EUR","CREDIT","01","0000000000","0000000","1.4.5.1.3.1.","188708377","Finansų departamentas",-1223.35,0,-1223.35,,"Administracija EUR"
"2015","Vilniaus miesto savivaldybės administracija","188710061",,"2015-09-30T00:00","ŽN/2015-09","2015-09-30T00:00","2015-09-30T00:00","Nedelsiant","EUR","STANDARD","01","0000000000","0000000","1.4.5.1.3.1.","188708377","Finansų departamentas",135901.09,116484.11,19416.98,,"Administracija EUR"
"2015","Vilniaus miesto savivaldybės administracija","188710061",,"2015-09-30T00:00","ŽN/permoka2015-09","2015-09-30T00:00","2015-09-30T00:00","Nedelsiant","EUR","CREDIT","01","0000000000","0000000","1.4.5.1.3.1.","188708377","Finansų departamentas",-411.33,0,-411.33,,"Administracija EUR"
"2015","Vilniaus miesto savivaldybės administracija","188710061",,"2015-10-31T00:00","ŽN/2015-10","2015-10-31T00:00","2015-10-31T00:00","Nedelsiant","EUR","STANDARD","01","0000000000","0000000","1.4.5.1.4.1.","188708377","Finansų departamentas",521818.16,515806.89,6011.27,,"Administracija EUR"
"2015","Vilniaus miesto savivaldybės administracija","188710061",,"2015-10-31T00:00","ŽN/permoka 2015-10","2015-10-31T00:00","2015-10-31T00:00","Nedelsiant","EUR","CREDIT","01","0000000000","0000000","1.4.5.1.4.1.","188708377","Finansų departamentas",-559.56,0,-559.56,,"Administracija EUR"
"2015","Vilniaus miesto savivaldybės administracija","188710061",,"2015-11-30T00:00","ŽN/permoka 2015-11-30","2015-11-30T00:00","2015-11-30T00:00","Nedelsiant","EUR","CREDIT","01","0000000000","0000000","1.4.5.1.4.1.","188708377","Finansų departamentas",-1283.32,0,-1283.32,,"Administracija EUR"
"2015","Vilniaus miesto savivaldybės administracija","188710061",,"2015-12-31T00:00","ŽN/permoka 2015-12-31","2015-12-31T00:00","2015-12-31T00:00","Nedelsiant","EUR","CREDIT","01","0000000000","0000000","1.4.5.1.4.1.","188708377","Finansų departamentas",-4952.26,0,-4952.26,,"Administracija EUR"
"2016","Vilniaus miesto savivaldybės administracija","188710061",,"2016-01-31T00:00","ŽN/permoka 2016-01-31","2016-01-31T00:00","2016-01-31T00:00","Nedelsiant","EUR","CREDIT","01","0000000000","0000000","1.4.5.1.4.1.","188708377","Finansų departamentas",-25486.14,0,-25486.14,,"Administracija EUR"
"2016","Vilniaus miesto savivaldybės administracija","188710061",,"2016-02-29T00:00","ŽN/permoka16.02","2016-02-29T00:00","2016-02-29T00:00","Nedelsiant","EUR","CREDIT","01","0000000000","0000000","1.4.5.1.4.1.","188708377","Finansų departamentas",-3339.05,0,-3339.05,,"Administracija EUR"
"2016","Vilniaus miesto savivaldybės administracija","188710061",,"2016-03-31T00:00","ŽN/permoka16.03","2016-03-31T00:00","2016-03-31T00:00","Nedelsiant","EUR","CREDIT","01","0000000000","0000000","1.4.5.1.4.1.","188708377","Finansų departamentas",-549.07,0,-549.07,,"Administracija EUR"
"2016","Vilniaus miesto savivaldybės administracija","188710061",,"2016-04-30T00:00","ŽN/permoka16-04","2016-04-30T00:00","2016-04-30T00:00","Nedelsiant","EUR","CREDIT","01","0000000000","0000000","1.4.5.1.4.1.","188708377","Finansų departamentas",-8200.51,0,-8200.51,,"Administracija EUR"
"2016","Vilniaus miesto savivaldybės administracija","188710061",,"2016-05-31T00:00","ŽN/permoka16-05","2016-05-31T00:00","2016-05-31T00:00","Nedelsiant","EUR","CREDIT","01","0000000000","0000000","1.4.5.1.4.1.","188708377","Finansų departamentas",-135.44,0,-135.44,,"Administracija EUR"
"2016","Vilniaus miesto savivaldybės administracija","188710061",,"2016-06-30T00:00","ŽN/permoka16-06","2016-06-30T00:00","2016-06-30T00:00","Nedelsiant","EUR","CREDIT","01","0000000000","0000000","1.4.5.1.4.1.","188708377","Finansų departamentas",-1140.3,0,-1140.3,,"Administracija EUR"
"2016","Vilniaus miesto savivaldybės administracija","188710061",,"2016-07-31T00:00","ŽN/permoka16-07","2016-07-31T00:00","2016-07-31T00:00","Nedelsiant","EUR","CREDIT","01","0000000000","0000000","1.4.5.1.4.1.","188708377","Finansų departamentas",-354.11,0,-354.11,,"Administracija EUR"
"2016","Vilniaus miesto savivaldybės administracija","188710061",,"2016-08-31T00:00","ŽN/permoka16-08","2016-08-31T00:00","2016-08-31T00:00","Nedelsiant","EUR","CREDIT","01","0000000000","0000000","1.4.5.1.4.1.","188708377","Finansų departamentas",-367.8,0,-367.8,,"Administracija EUR"
"2016","Vilniaus miesto savivaldybės administracija","188710061",,"2016-09-30T00:00","ŽN/perm/16-09","2016-09-30T00:00","2016-09-30T00:00","Nedelsiant","EUR","CREDIT","01","0000000000","0000000","1.4.5.1.4.1.","188708377","Finansų departamentas",-227.78,0,-227.78,,"Administracija EUR"
"2016","Vilniaus miesto savivaldybės administracija","188710061",,"2016-11-30T00:00","ŽN/permoka16-11","2016-11-30T00:00","2016-11-30T00:00","Nedelsiant","EUR","CREDIT","01","0000000000","0000000","1.4.5.1.4.1.","188708377","Finansų departamentas",-7792.02,0,-7792.02,,"Administracija EUR"
"2016","Vilniaus miesto savivaldybės administracija","188710061",,"2016-12-31T00:00","ŽN/Permoka/2016-12","2016-12-31T00:00","2016-12-31T00:00","Nedelsiant","EUR","CREDIT","01","0000000000","0000000","1.4.5.1.4.1.","188708377","Finansų departamentas",-455.85,0,-455.85,,"Administracija EUR"
"2017","Vilniaus miesto savivaldybės administracija","188710061",,"2017-01-31T00:00","ŽN/permoka17-01","2017-01-31T00:00","2017-01-31T00:00","Nedelsiant","EUR","CREDIT","01","0000000000","0000000","1.4.5.1.4.1.","188708377","Finansų departamentas",-10648.42,0,-10648.42,,"Administracija EUR"
"2017","Vilniaus miesto savivaldybės administracija","188710061",,"2017-02-28T00:00","ŽN/Permoka/2017-02","2017-02-28T00:00","2017-02-28T00:00","Nedelsiant","EUR","CREDIT","01","0000000000","0000000","1.4.5.1.4.1.","188708377","Finansų departamentas",-1803.61,0,-1803.61,,"Administracija EUR"
"2017","Vilniaus miesto savivaldybės administracija","188710061",,"2017-03-31T00:00","ŽN/Permoka/2017-03","2017-03-31T00:00","2017-03-31T00:00","Nedelsiant","EUR","CREDIT","01","0000000000","0000000","1.4.5.1.4.1.","188708377","Finansų departamentas",-22575.35,0,-22575.35,,"Administracija EUR"
"2017","Vilniaus miesto savivaldybės administracija","188710061",,"2017-04-30T00:00","ŽN/Permoka/2017-04","2017-04-30T00:00","2017-04-30T00:00","Nedelsiant","EUR","CREDIT","01","0000000000","0000000","1.4.5.1.4.1.","188708377","Finansų departamentas",-3613.06,0,-3613.06,,"Administracija EUR"
"2017","Vilniaus miesto savivaldybės administracija","188710061",,"2017-05-31T00:00","ŽN/Permoka/2017-05","2017-05-31T00:00","2017-05-31T00:00","Nedelsiant","EUR","CREDIT","01","0000000000","0000000","1.4.5.1.4.1.","188708377","Finansų departamentas",-199.11,0,-199.11,,"Administracija EUR"
"2017","BĮ Vilniaus Lakštingalos namai","191738761",,"2017-06-20T00:00","ASM-2017_04-06t","2017-06-20T00:00","2017-06-20T00:00","20 dienų","EUR","STANDARD","GL1","0000000000","PVJPAL0","0000000000000000","000000000","Nedetalizuojama",548.35,548.34,0.01,,"BĮ Vilniaus miesto vaikų ir jaunimo pensionas EUR"
"2017","Vilniaus miesto savivaldybės administracija","188710061",,"2017-06-30T00:00","ŽN/Permoka/2017-06","2017-06-30T00:00","2017-06-30T00:00","Nedelsiant","EUR","CREDIT","01","0000000000","0000000","1.4.5.1.4.1.","188708377","Finansų departamentas",-159.31,0,-159.31,,"Administracija EUR"
"2017","Vilniaus miesto savivaldybės administracija","188710061",,"2017-07-31T00:00","ŽN/Permoka/2017-07","2017-07-31T00:00","2017-07-31T00:00","Nedelsiant","EUR","CREDIT","01","0000000000","0000000","1.4.5.1.4.1.","188708377","Finansų departamentas",-2092.22,0,-2092.22,,"Administracija EUR"
"2017","UAB Eripo","174921721",,"2017-08-30T00:00","ŠEB0001153","2017-12-31T00:00","2017-08-30T00:00","Nedelsiant","EUR","STANDARD","20","01100201","4000071","2.2.1.1.1.23.","1030000","Administracija (buvęs Švietimo, kultūros ir sporto departamentas)",0.06,0,0.06,,"Vilniaus Lopšelis - Darželis Pelėda EUR"
"2017","Vilniaus miesto savivaldybės administracija","188710061",,"2017-08-31T00:00","ŽN/Permoka/2017-08","2017-08-31T00:00","2017-08-31T00:00","Nedelsiant","EUR","CREDIT","01","0000000000","0000000","1.4.5.1.4.1.","188708377","Finansų departamentas",-1646.34,0,-1646.34,,"Administracija EUR"
"2017","Vilniaus miesto savivaldybės administracija","188710061",,"2017-09-30T00:00","ŽN/Permoka/2017-09","2017-09-30T00:00","2017-09-30T00:00","Nedelsiant","EUR","CREDIT","01","0000000000","0000000","1.4.5.1.4.1.","188708377","Finansų departamentas",-8074.38,0,-8074.38,,"Administracija EUR"
"2017","UAB Eripo","174921721",,"2017-10-05T00:00","ŠEB0001279","2017-12-31T00:00","2017-10-05T00:00","Nedelsiant","EUR","STANDARD","20","01100201","4000071","2.2.1.1.1.23.","1030000","Administracija (buvęs Švietimo, kultūros ir sporto departamentas)",0.06,0,0.06,,"Vilniaus Lopšelis - Darželis Pelėda EUR"
"2017","Vilniaus miesto savivaldybės administracija","188710061",,"2017-10-31T00:00","ŽN/2017-10","2017-10-31T00:00","2017-10-31T00:00","Nedelsiant","EUR","STANDARD","01","0000000000","0000000","1.4.5.1.4.1.","188708377","Finansų departamentas",601615.91,501120.94,100494.97,,"Administracija EUR"
"2017","Vilniaus miesto savivaldybės administracija","188710061",,"2017-10-31T00:00","ŽN/Permoka/2017-10","2017-10-31T00:00","2017-10-31T00:00","Nedelsiant","EUR","CREDIT","01","0000000000","0000000","1.4.5.1.4.1.","188708377","Finansų departamentas",-342.41,0,-342.41,,"Administracija EUR"
"2017","UAB Horeca sprendimai","300548925",,"2017-11-30T00:00","HS17010359","2017-12-31T00:00","2017-11-30T00:00","Nedelsiant","EUR","STANDARD","20","01100201","4000071","2.2.1.1.1.30.L.","1030000","Administracija (buvęs Švietimo, kultūros ir sporto departamentas)",3.04,0,3.04,,"Vilniaus Lopšelis - Darželis Pelėda EUR"
"2017","Vilniaus miesto savivaldybės administracija","188710061",,"2017-11-30T00:00","ŽN/Permoka/2017-11","2017-11-30T00:00","2017-11-30T00:00","Nedelsiant","EUR","CREDIT","01","0000000000","0000000","1.4.5.1.4.1.","188708377","Finansų departamentas",-2399.53,0,-2399.53,,"Administracija EUR"
"2017","VSA Vilnius, UAB","220074960",,"2017-12-08T00:00","VSA17089589","2017-12-08T00:00","2017-12-08T00:00","30 dienų","EUR","STANDARD","01","01030102","4000011","2.2.1.1.1.20.4.","1030000","Administracija (buvęs Švietimo, kultūros ir sporto departamentas)",44.52,0,44.52,,"Vilniaus Lopšelis - Darželis Pelėda EUR"
"2017","Telia Lietuva, AB","121215434",,"2017-12-31T00:00","ARB1488122092","2017-12-31T00:00","2017-12-31T00:00","30 dienų","EUR","STANDARD","20","01100201","4000071","2.2.1.1.1.30.L.","1030000","Administracija (buvęs Švietimo, kultūros ir sporto departamentas)",8.08,0,8.08,,"Vilniaus Lopšelis - Darželis Pelėda EUR"
"2017","UAB Horeca sprendimai","300548925",,"2017-12-31T00:00","HS17011387","2017-12-31T00:00","2017-12-31T00:00","Nedelsiant","EUR","STANDARD","20","01100201","4000071","2.2.1.1.1.30.L.","1030000","Administracija (buvęs Švietimo, kultūros ir sporto departamentas)",16.94,0,16.94,,"Vilniaus Lopšelis - Darželis Pelėda EUR"
"2017","Vilniaus miesto savivaldybės administracija","188710061",,"2017-12-31T00:00","ŽN/Permoka/2017-12","2017-12-31T00:00","2017-12-31T00:00","Nedelsiant","EUR","CREDIT","01","0000000000","0000000","1.4.5.1.4.1.","188708377","Finansų departamentas",-60157.62,0,-60157.62,,"Administracija EUR"
"2018","UAB SMGprint","302747573",,"2018-01-11T00:00","smgp14323","2018-01-11T00:00","2018-01-11T00:00","Nedelsiant","EUR","STANDARD","20","01100201","4000071","2.2.1.1.1.21.","1030000","Administracija (buvęs Švietimo, kultūros ir sporto departamentas)",35,0,35,,"Vilniaus Lopšelis - Darželis Pelėda EUR"
"2018","VDU Švietimo akademijos vaikų darželis Mažųjų akademija","111951498",,"2018-01-12T00:00","leu070005672","2018-01-12T00:00","2018-01-12T00:00","20 dienų","EUR","STANDARD","0205","01030101","4000014","2.2.1.1.1.16.","1030000","Administracija (buvęs Švietimo, kultūros ir sporto departamentas)",300,0,300,,"Vilniaus Lopšelis - Darželis Pelėda EUR"
"2018","UAB Eripo","174921721",,"2018-01-23T00:00","šeb0001629","2018-01-23T00:00","2018-01-23T00:00","Nedelsiant","EUR","STANDARD","20","01100201","4000071","2.2.1.1.1.23.","1030000","Administracija (buvęs Švietimo, kultūros ir sporto departamentas)",29.9,0,29.9,,"Vilniaus Lopšelis - Darželis Pelėda EUR"
"2018","Telia Lietuva, AB","121215434",,"2018-01-31T00:00","arb1493092447","2018-01-31T00:00","2018-01-31T00:00","Nedelsiant","EUR","STANDARD","01","01030102","4000011","2.2.1.1.1.5.","1030000","Administracija (buvęs Švietimo, kultūros ir sporto departamentas)",20.69,0,20.69,,"Vilniaus Lopšelis - Darželis Pelėda EUR"
"2018","UAB Horeca sprendimai","300548925",,"2018-01-31T00:00","hs18000569","2018-01-31T00:00","2018-01-31T00:00","20 dienų","EUR","STANDARD","01","01030102","4000011","2.2.1.1.1.30.L.","1030000","Administracija (buvęs Švietimo, kultūros ir sporto departamentas)",16.94,0,16.94,,"Vilniaus Lopšelis - Darželis Pelėda EUR"
"2018","Vilniaus miesto savivaldybės administracija","188710061",,"2018-01-31T00:00","ŽN/Permoka/2018-01","2018-01-31T00:00","2018-01-31T00:00","Nedelsiant","EUR","CREDIT","01","0000000000","0000000","1.4.5.1.4.1.","188708377","Finansų departamentas",-12641.53,0,-12641.53,,"Administracija EUR"
"2018","UAB Žaidimų aikštelių įranga","304210682",,"2018-01-31T00:00","žaį17/0317","2018-01-31T00:00","2018-01-31T00:00","Nedelsiant","EUR","STANDARD","20","01100201","4000071","3.1.1.5.1.1.","1030000","Administracija (buvęs Švietimo, kultūros ir sporto departamentas)",1000,0,1000,,"Vilniaus Lopšelis - Darželis Pelėda EUR"
"2018","UAB Žaidimų aikštelių įranga","304210682",,"2018-01-31T00:00","žaį17/0317","2018-01-31T00:00","2018-01-31T00:00","Nedelsiant","EUR","STANDARD","20","01100201","4000071","2.2.1.1.1.23.","1030000","Administracija (buvęs Švietimo, kultūros ir sporto departamentas)",560,0,560,,"Vilniaus Lopšelis - Darželis Pelėda EUR"
"2018","UAB Žaidimų aikštelių įranga","304210682",,"2018-01-31T00:00","žaį17/0317","2018-01-31T00:00","2018-01-31T00:00","Nedelsiant","EUR","STANDARD","20","01100201","4000071","3.1.1.5.1.1.","1030000","Administracija (buvęs Švietimo, kultūros ir sporto departamentas)",1900,0,1900,,"Vilniaus Lopšelis - Darželis Pelėda EUR"
"2018","Universalios aplikacijos MB","304075850",,"2018-02-02T00:00","ua18020130","2018-02-02T00:00","2018-02-02T00:00","7 dienos","EUR","STANDARD","01","01030102","4000011","2.2.1.1.1.30.L.","1030000","Administracija (buvęs Švietimo, kultūros ir sporto departamentas)",36.3,0,36.3,,"Vilniaus Lopšelis - Darželis Pelėda EUR"
"2018","Telia Lietuva, AB","121215434",,"2018-02-28T00:00","arb149766","2018-02-28T00:00","2018-02-28T00:00","Nedelsiant","EUR","STANDARD","01","01030102","4000011","2.2.1.1.1.5.","1030000","Administracija (buvęs Švietimo, kultūros ir sporto departamentas)",11.2,0,11.2,,"Vilniaus Lopšelis - Darželis Pelėda EUR"
